SITEID,LAT,LON
2007190954.0,-33.518,116.8065
2007190955.0,-34.1513,138.2614
2007190958.0,-20.2278,148.4951
2007190959.0,-30.3002,115.1967
2007190962.0,-17.0783,124.0675
2007190963.0,-15.67,129.8959
2007190964.0,-34.9838,142.0603
2007190966.0,-17.3467,124.3674
2007190967.0,-31.1765,135.3409
2007190968.0,-28.035,141.9105
2007190969.0,-32.9453,141.452
2007190970.0,-41.0492,144.6748
2007190971.0,-14.7379,134.0471
2007190972.0,-32.6807,141.678
2007190973.0,-28.3625,119.5887
2007190974.0,-18.5762,136.1157
2007190975.0,-29.3822,126.2921
2007190976.0,-25.0453,117.5865
2007190978.0,-32.3996,150.3713
2007190979.0,-20.4023,141.3346
2007190982.0,-34.0331,144.826
2007190984.0,-27.5315,115.2179
2007190985.0,-21.6518,136.6493
2007190986.0,-22.2368,134.5565
2007190989.0,-25.1472,116.9328
2007190990.0,-16.5329,142.0572
2007190991.0,-34.3349,146.5781
2007190992.0,-24.3311,147.4445
2007190993.0,-41.192,146.252
2007190994.0,-17.9747,135.5762
2007190995.0,-33.3397,138.0654
2007190996.0,-24.8345,130.729
2007190997.0,-29.7178,125.2564
2007190998.0,-14.9757,141.7992
2007190999.0,-28.5556,147.4065
2007191001.0,-17.9934,145.93
2007191002.0,-20.447,130.642
2007191003.0,-22.7286,115.6984
2007191004.0,-35.5406,138.5772
2007191005.0,-19.9295,147.8441
2007191006.0,-22.3394,119.241
2007191007.0,-23.1061,149.8684
2007191008.0,-19.3201,131.6406
2007191011.0,-20.8025,142.2626
2007191012.0,-41.4379,147.1706
2007191013.0,-15.295,134.1007
2007191014.0,-34.0501,141.0679
2007191015.0,-24.9378,152.2029
2007191016.0,-15.2867,135.5269
2007191018.0,-25.0592,113.9713
2007191019.0,-18.225,139.9
2007191021.0,-23.2927,113.9212
2007191022.0,-30.9166,141.9139
2007191023.0,-15.6121,135.8403
2007191024.0,-24.399,148.5852
2007191025.0,-28.2627,120.0934
2007191027.0,-32.3449,121.7061
2007191028.0,-19.0149,138.725
2007191029.0,-32.2983,148.6238
2007191030.0,-29.5264,143.2186
2007191031.0,-24.9772,138.7357
2007191032.0,-16.7534,123.9947
2007191035.0,-21.8203,145.2623
2007191036.0,-28.7663,140.8892
2007191037.0,-31.8279,148.8486
2007191038.0,-19.2356,136.3776
2007191039.0,-22.9077,138.8624
2007191042.0,-32.6417,120.5777
2007191043.0,-17.7382,123.6448
2007191044.0,-17.1912,141.7293
2007191045.0,-25.6861,151.7798
2007191046.0,-15.7067,142.619
2007191047.0,-30.5294,121.2026
2007191050.0,-35.3956,143.6502
2007191051.0,-24.085,143.1321
2007191052.0,-20.9017,129.3485
2007191053.0,-25.8908,147.8183
2007191056.0,-14.9716,129.8414
2007191057.0,-29.7548,119.7375
2007191058.0,-13.7982,130.4172
2007191059.0,-27.823,153.0007
2007191061.0,-27.9919,147.4884
2007191062.0,-25.5077,120.2349
2007191063.0,-18.0457,138.8572
2007191065.0,-31.4619,143.1369
2007191066.0,-31.123,139.5619
2007191067.0,-31.7749,145.2272
2007191068.0,-18.3841,129.4184
2007191069.0,-16.8859,138.1521
2007191070.0,-31.8981,132.964
2007191071.0,-18.9363,135.8586
2007191073.0,-17.2957,141.1791
2007191074.0,-15.3678,141.9595
2007191076.0,-34.6502,118.6257
2007191077.0,-22.4412,129.3197
2007191078.0,-18.2038,138.6841
2007191079.0,-36.0658,150.0507
2007191082.0,-35.0851,139.8847
2007191084.0,-25.0511,136.7616
2007191085.0,-29.0233,149.074
2007191087.0,-22.2216,146.556
2007191088.0,-33.8759,120.2268
2007191089.0,-27.6046,137.4607
2007191090.0,-29.4094,146.6509
2007191091.0,-29.175,151.3947
2007191092.0,-38.2905,142.6746
2007191093.0,-32.3966,142.4257
2007191094.0,-32.1665,125.3603
2007191096.0,-34.9447,143.4776
2007191097.0,-27.0618,138.7781
2007191098.0,-22.9751,146.7232
2007191099.0,-29.0054,135.4139
2007191101.0,-20.0003,141.7971
2007191102.0,-14.2401,141.659
2007191103.0,-24.8542,135.8295
2007191105.0,-31.2456,130.8982
2007191107.0,-28.0355,121.6451
2007191109.0,-33.9696,139.6774
2007191110.0,-36.4507,143.9791
2007191111.0,-27.1908,136.4207
2007191112.0,-21.4959,133.4677
2007191113.0,-35.4901,142.9467
2007191114.0,-32.4216,122.6206
2007191115.0,-14.8781,134.5626
2007191116.0,-18.5945,133.1948
2007191117.0,-31.2948,128.557
2007191118.0,-33.7634,147.515
2007191119.0,-23.4283,148.1492
2007191121.0,-31.2344,121.962
2007191122.0,-31.0056,124.6434
2007191123.0,-19.0217,138.7637
2007191125.0,-34.1174,141.9918
2007191126.0,-23.6311,113.9862
2007191128.0,-24.5044,151.9229
2007191129.0,-27.7552,142.2643
2007191130.0,-30.8421,118.267
2007191132.0,-30.2493,145.9382
2007191134.0,-29.9075,115.9958
2007191135.0,-22.518,116.6053
2007191136.0,-19.1052,145.6913
2007191138.0,-31.3934,140.015
2007191139.0,-19.5252,133.5974
2007191141.0,-29.5626,134.1599
2007191142.0,-15.8865,143.4824
2007191143.0,-33.0893,137.0294
2007191144.0,-34.4006,118.7261
2007191145.0,-34.4756,140.3683
2007191147.0,-13.3632,141.8228
2007191149.0,-18.2783,134.532
2007191152.0,-19.8766,130.3199
2007191154.0,-23.9644,149.8675
2007191155.0,-34.0261,137.5871
2007191156.0,-33.2205,140.5086
2007191157.0,-34.2663,119.4022
2007191158.0,-32.1106,147.463
2007191159.0,-27.567,119.5661
2007191161.0,-25.7386,120.8706
2007191165.0,-22.5958,114.1042
2007191166.0,-42.4756,146.7227
2007191167.0,-33.3341,135.01
2007191168.0,-32.5021,142.0829
2007191169.0,-19.2167,145.4262
2007191172.0,-23.7068,113.898
2007191173.0,-18.1579,131.2923
2007191174.0,-30.2751,136.9345
2007191175.0,-22.8114,131.1439
2007191176.0,-29.2167,152.5645
2007191178.0,-19.9208,147.2283
2007191179.0,-33.0673,123.4501
2007191181.0,-31.4142,130.0581
2007191182.0,-37.7195,148.476
2007191183.0,-30.7441,136.9054
2007191184.0,-27.8943,149.5661
2007191186.0,-27.2845,148.9037
2007191187.0,-23.1396,146.6844
2007191188.0,-29.1567,119.0016
2007191189.0,-23.7063,141.0969
2007191190.0,-20.1106,148.1513
2007191192.0,-24.8185,113.8113
2007191193.0,-35.9589,149.1326
2007191194.0,-34.9583,117.0406
2007191195.0,-32.5025,142.0833
2007191197.0,-23.4206,148.6716
2007191198.0,-28.0666,139.2743
2007191199.0,-27.4453,124.2655
2007191201.0,-25.0665,133.7892
2007191202.0,-26.4165,145.9976
2007191203.0,-37.1521,149.859
2007191204.0,-20.8141,146.7696
2007191206.0,-42.5452,145.4813
2007191207.0,-24.5153,149.7667
2007191208.0,-29.4653,137.0758
2007191209.0,-27.7078,152.6821
2007191210.0,-38.7295,143.2324
2007191211.0,-38.2911,142.6737
2007191212.0,-32.1843,148.7392
2007191214.0,-20.3085,141.1586
2007191215.0,-23.5565,148.1405
2007191216.0,-20.3149,136.1042
2007191218.0,-14.6579,134.3623
2007191219.0,-27.497,141.9845
2007191221.0,-38.1439,144.2772
2007191222.0,-14.7907,134.9191
2007191223.0,-11.1039,142.2837
2007191224.0,-16.4443,131.0682
2007191225.0,-30.0808,140.0188
2007191226.0,-31.6582,128.0532
2007191227.0,-15.1362,141.8091
2007191228.0,-25.0641,141.3578
2007191229.0,-12.4279,134.6992
2007191230.0,-30.8768,115.651
2007191231.0,-30.0417,142.0128
2007191232.0,-31.9538,120.7761
2007191233.0,-14.9176,133.7517
2007191234.0,-30.269,142.7923
2007191236.0,-18.084,143.9199
2007191237.0,-34.4475,115.7768
2007191238.0,-21.9511,144.2845
2007191239.0,-25.8067,145.5809
2007191241.0,-29.017,140.4971
2007191243.0,-20.5813,142.9221
2007191244.0,-24.3116,138.8299
2007191245.0,-41.0492,144.6711
2007191246.0,-26.1672,137.5328
2007191247.0,-15.5915,133.1969
2007191248.0,-34.7823,135.5294
2007191249.0,-27.0911,118.7459
2007191250.0,-28.9177,146.8784
2007191251.0,-26.2141,122.1222
2007191252.0,-32.9222,134.1594
2007191253.0,-22.9141,116.2837
2007191254.0,-20.043,137.0159
2007191255.0,-23.0399,140.3384
2007191256.0,-41.7565,147.1862
2007191257.0,-28.692,120.9424
2007191258.0,-18.2519,122.4126
2007191259.0,-30.5386,115.227
2007191261.0,-28.7669,135.1561
2007191262.0,-25.6851,129.213
2007191263.0,-38.3814,142.5973
2007191264.0,-23.3847,136.4496
2007191266.0,-27.7979,148.5062
2007191267.0,-30.8872,133.4183
2007191269.0,-25.4908,149.7632
2007191270.0,-12.2371,134.0483
2007191272.0,-27.72,140.7826
2007191273.0,-12.6167,132.2093
2007191274.0,-28.1593,145.0364
2007191275.0,-29.4641,126.178
2007191276.0,-35.0366,144.1919
2007191277.0,-28.4358,146.656
2007191278.0,-28.3326,148.84
2007191279.0,-30.2322,124.4348
2007191281.0,-23.5568,148.1445
2007191282.0,-29.9076,115.9953
2007191283.0,-37.7359,145.2105
2007191284.0,-25.798,146.428
2007191285.0,-17.9525,135.7071
2007191286.0,-30.1328,124.7519
2007191287.0,-11.7076,132.9192
2007191289.0,-30.0638,140.2395
2007191291.0,-27.1372,123.474
2007191292.0,-32.7546,151.7303
2007191293.0,-28.3175,143.1339
2007191294.0,-23.9612,149.8456
2007191295.0,-26.7728,138.2942
2007191296.0,-32.9411,120.3454
2007191297.0,-17.4098,130.7745
2007191298.0,-27.394,145.2178
2007191299.0,-29.2939,145.0228
2007191301.0,-28.7775,125.7681
2007191302.0,-31.3133,134.4646
2007191303.0,-25.7595,147.8728
2007191304.0,-27.085,141.1734
2007191305.0,-30.4805,133.6881
2007191306.0,-24.0229,144.8534
2007191307.0,-41.0798,145.9243
2007191308.0,-38.2683,144.3472
2007191309.0,-43.0145,147.0111
2007191310.0,-33.2913,137.2954
2007191311.0,-18.4367,140.8727
2007191312.0,-18.6186,135.4057
2007191313.0,-24.1206,137.9431
2007191314.0,-20.5506,132.1264
2007191316.0,-28.2116,114.3201
2007191317.0,-29.3802,139.9816
2007191318.0,-32.4323,134.088
2007191319.0,-33.0116,136.63
2007191321.0,-29.5301,146.1128
2007191322.0,-19.2559,132.6673
2007191323.0,-25.7056,137.889
2007191324.0,-30.6447,145.0527
2007191325.0,-29.4221,120.5199
2007191328.0,-32.8021,137.5748
2007191329.0,-14.2959,131.8689
2007191330.0,-33.4415,150.8681
2007191331.0,-24.0851,143.1318
2007191333.0,-42.5058,146.6929
2007191334.0,-27.0699,149.7135
2007191335.0,-27.8214,118.382
2007191336.0,-26.3405,144.3091
2007191337.0,-12.6557,135.3111
2007191338.0,-34.229,143.526
2007191339.0,-24.8192,113.8092
2007191341.0,-31.6413,139.4539
2007191344.0,-24.3481,136.628
2007191345.0,-15.9789,142.5039
2007191346.0,-25.6113,134.7985
2007191347.0,-24.7735,120.1843
2007191348.0,-28.3467,125.39
2007191350.0,-22.8139,141.9543
2007191351.0,-30.2301,140.6993
2007191352.0,-26.2959,122.3174
2007191353.0,-30.6985,115.5852
2007191354.0,-20.2547,143.1079
2007191355.0,-36.2619,147.2417
2007191356.0,-15.4749,129.7557
2007191357.0,-26.4546,114.1635
2007191358.0,-21.7339,135.6112
2007191359.0,-15.8952,136.3195
2007191361.0,-25.0692,143.0041
2007191362.0,-16.5088,136.0431
2007191363.0,-29.5292,126.7038
2007191364.0,-19.8944,140.1552
2007191365.0,-31.1568,133.4585
2007191366.0,-29.8507,115.1536
2007191367.0,-37.8301,147.5798
2007191368.0,-18.7487,131.2951
2007191369.0,-22.6659,115.679
2007191370.0,-30.5827,134.797
2007191371.0,-12.6668,131.3488
2007191372.0,-34.5196,115.9136
2007191373.0,-34.3348,137.9312
2007191374.0,-34.3601,142.2118
2007191375.0,-26.8399,144.3107
2007191376.0,-30.7885,130.4036
2007191377.0,-25.7416,115.1237
2007191378.0,-36.024,146.278
2007191379.0,-31.1222,139.563
2007191381.0,-33.5949,137.9817
2007191382.0,-26.9856,116.2222
2007191383.0,-16.4437,141.5824
2007191384.0,-24.5182,114.014
2007191385.0,-20.3147,136.104
2007191386.0,-36.0371,144.3087
2007191387.0,-12.9681,130.7607
2007191390.0,-25.9192,144.5667
2007191391.0,-29.384,137.0529
2007191392.0,-25.026,115.8642
2007191393.0,-27.4715,140.0938
2007191394.0,-17.3689,123.1859
2007191396.0,-30.1472,148.3912
2007191397.0,-37.7449,148.9559
2007191398.0,-30.0962,136.1356
2007191399.0,-23.083,132.938
2007191401.0,-31.1734,140.6156
2007191402.0,-15.3207,135.3401
2007191403.0,-33.0252,137.4463
2007191404.0,-25.3373,140.2378
2007191405.0,-28.6882,144.7867
2007191406.0,-22.8056,132.6027
2007191407.0,-31.7894,132.4004
2007191408.0,-24.6404,113.8452
2007191409.0,-28.0877,123.3583
2007191410.0,-17.799,133.8344
2007191411.0,-38.0251,147.1746
2007191412.0,-20.456,137.1432
2007191413.0,-29.3562,121.8772
2007191414.0,-22.1902,138.6982
2007191415.0,-21.9799,115.0332
2007191416.0,-22.4006,145.1295
2007191418.0,-43.3302,146.97
2007191419.0,-24.0245,115.6742
2007191420.0,-32.0169,143.635
2007191421.0,-27.107,149.0627
2007191422.0,-29.7854,140.2812
2007191423.0,-15.7655,130.0339
2007191425.0,-22.0273,129.3627
2007191426.0,-22.7518,150.1157
2007191428.0,-14.9114,144.2141
2007191429.0,-25.6106,134.7981
2007191430.0,-13.4413,142.3126
2007191431.0,-14.1544,141.6707
2007191433.0,-12.0484,132.939
2007191434.0,-23.9892,151.12
2007191435.0,-26.7518,153.0752
2007191436.0,-20.8578,120.6889
2007191437.0,-28.0357,141.9112
2007191438.0,-29.8709,117.7147
2007191439.0,-18.0185,140.5638
2007191440.0,-27.198,119.9537
2007191441.0,-28.2668,117.3884
2007191442.0,-15.6111,132.6253
2007191443.0,-18.6979,139.7669
2007191444.0,-30.7523,152.1913
2007191445.0,-34.5201,115.9127
2007191446.0,-17.1626,138.4788
2007191447.0,-22.228,142.4068
2007191448.0,-16.9639,122.7748
2007191449.0,-22.8575,149.3299
2007191450.0,-22.3032,144.6983
2007191451.0,-41.2677,146.419
2007191452.0,-24.811,132.2858
2007191453.0,-24.6581,130.6202
2007191454.0,-30.7696,150.6321
2007191456.0,-26.7433,120.2688
2007191457.0,-15.4474,130.3537
2007191458.0,-29.1715,136.3253
2007191460.0,-36.508,148.8235
2007191462.0,-26.0985,116.6163
2007191463.0,-23.1932,144.3827
2007191466.0,-16.3003,129.6987
2007191467.0,-32.3637,139.0398
2007191468.0,-21.0502,117.1327
2007191469.0,-36.7059,140.7412
2007191470.0,-17.2093,131.447
2007191471.0,-24.5528,133.2326
2007191472.0,-19.9623,120.5057
2007191473.0,-30.9243,127.4511
2007191475.0,-36.1625,141.483
2007191476.0,-24.361,139.4712
2007191479.0,-15.3668,134.1534
2007191480.0,-12.4274,132.9676
2007191481.0,-20.5201,118.4958
2007191482.0,-31.9487,138.1658
2007191484.0,-20.0864,141.1315
2007191485.0,-29.9446,146.4302
2007191486.0,-23.3844,136.45
2007191487.0,-24.168,141.0908
2007191489.0,-37.6028,141.4451
2007191490.0,-18.2012,142.8743
2007191491.0,-33.4267,115.7117
2007191492.0,-12.2402,135.3994
2007191493.0,-29.3879,152.4871
2007191494.0,-42.705,147.267
2007191495.0,-14.4299,135.1248
2007191496.0,-25.9432,122.3633
2007191497.0,-20.5764,137.6653
2007191498.0,-26.7732,138.2947
2007191499.0,-17.3338,122.1704
2007191501.0,-15.4118,129.1951
2007191503.0,-24.75,116.2603
2007191504.0,-32.4479,136.0051
2007191505.0,-28.3478,135.0902
2007191506.0,-31.6594,116.7206
2007191507.0,-25.5154,123.0368
2007191509.0,-26.9863,116.2217
2007191510.0,-30.9239,127.4522
2007191511.0,-33.4515,137.048
2007191512.0,-14.5617,135.005
2007191513.0,-36.8019,145.0826
2007191514.0,-23.3084,150.4463
2007191515.0,-14.6183,143.8952
2007191516.0,-23.6163,143.8458
2007191517.0,-27.8485,133.6606
2007191518.0,-28.3168,143.1348
2007191519.0,-17.9617,140.8352
2007191520.0,-22.0887,140.1124
2007191521.0,-30.7226,139.5241
2007191522.0,-25.6776,149.2194
2007191523.0,-32.3597,142.1648
2007191524.0,-34.4046,140.8464
2007191525.0,-16.5277,143.4716
2007191526.0,-23.836,134.6728
2007191528.0,-26.2961,143.3854
2007191529.0,-30.7546,144.0645
2007191530.0,-25.89,123.0292
2007191531.0,-19.0173,138.725
2007191532.0,-20.4803,140.5895
2007191533.0,-29.742,117.7992
2007191534.0,-27.1437,134.5525
2007191535.0,-37.2191,139.9986
2007191536.0,-17.8373,139.7453
2007191537.0,-16.5329,142.0574
2007191539.0,-14.3227,132.4131
2007191540.0,-30.3125,146.0786
2007191541.0,-25.6866,152.82
2007191542.0,-34.0884,141.9154
2007191543.0,-23.6797,138.7326
2007191544.0,-27.2164,121.1008
2007191545.0,-29.0543,133.2927
2007191546.0,-29.0444,138.84
2007191547.0,-24.109,143.3525
2007191548.0,-18.6722,141.7118
2007191549.0,-31.597,143.4765
2007191550.0,-33.0287,143.6315
2007191551.0,-23.1073,149.8695
2007191552.0,-12.9573,132.3934
2007191553.0,-24.9283,138.6361
2007191554.0,-29.0619,117.2772
2007191555.0,-14.9342,133.1431
2007191556.0,-31.8511,127.0259
2007191557.0,-24.4958,145.2009
2007191558.0,-24.1941,140.9312
2007191559.0,-32.244,117.0386
2007191560.0,-31.9066,115.9629
2007191561.0,-30.6662,150.056
2007191564.0,-26.6536,146.1767
2007191566.0,-26.709,114.6714
2007191567.0,-20.0619,135.9565
2007191569.0,-14.3634,131.5576
2007191570.0,-22.4792,144.6536
2007191571.0,-25.3114,114.1236
2007191572.0,-33.7432,121.2552
2007191573.0,-26.3867,146.0751
2007191574.0,-31.0357,150.333
2007191576.0,-17.9791,122.5631
2007191577.0,-22.4195,144.5157
2007191578.0,-19.8721,130.321
2007191579.0,-19.2926,136.0683
2007191580.0,-31.4763,140.5714
2007191581.0,-35.9732,144.1684
2007191582.0,-16.2627,145.3353
2007191583.0,-17.1661,133.2826
2007191584.0,-36.0313,147.3533
2007191585.0,-14.6964,143.9902
2007191586.0,-12.7927,143.2938
2007191587.0,-30.8786,123.6358
2007191588.0,-21.8745,145.2322
2007191589.0,-29.2727,116.4259
2007191590.0,-29.464,126.179
2007191591.0,-38.1733,141.7219
2007191592.0,-22.2377,134.5559
2007191593.0,-24.135,151.6915
2007191594.0,-15.2523,129.5768
2007191595.0,-27.5569,152.7961
2007191596.0,-34.1783,150.3042
2007191598.0,-18.7148,121.9302
2007191599.0,-35.8943,150.0629
2007191600.0,-12.8444,130.62
