lat,lon,catchment_km2,pct_in_domain
25.6906,74.4363,211.1,100.0
25.6543,74.3775,400.8,100.0
25.7087,74.3775,211.1,100.0
25.7087,74.3971,211.1,100.0
25.7087,74.4167,211.1,100.0
25.7087,74.4363,211.1,100.0
25.7268,74.3971,211.1,100.0
25.7268,74.4167,211.1,100.0
25.7268,74.4363,211.1,100.0
25.7268,74.4559,211.1,100.0
25.7449,74.4167,211.1,100.0
25.7449,74.4363,211.1,100.0
25.6543,74.3971,400.8,100.0
25.6543,74.3579,400.8,100.0
25.5992,74.3971,272.3,100.0
25.6172,74.4167,400.8,100.0
25.5992,74.4167,400.8,100.0
25.5992,74.4363,400.8,100.0
25.5992,74.4559,400.8,100.0
25.5992,74.4755,400.8,100.0
25.6172,74.299,272.3,100.0
25.6172,74.3186,272.3,100.0
25.6172,74.3383,272.3,100.0
25.6172,74.3579,272.3,100.0
25.6172,74.3775,272.3,100.0
25.6172,74.3971,400.8,100.0
25.6172,74.4363,400.8,100.0
25.6543,74.3383,400.8,100.0
25.6172,74.4559,400.8,100.0
25.6172,74.4755,400.8,100.0
25.6172,74.4944,400.8,100.0
25.6362,74.3186,400.8,100.0
25.6362,74.3383,400.8,100.0
25.6362,74.3579,400.8,100.0
25.6362,74.3775,400.8,100.0
25.6362,74.3971,400.8,100.0
25.6362,74.4167,400.8,100.0
25.6362,74.4363,400.8,100.0
25.5089,74.4167,272.3,100.0
25.5089,74.3775,134.7,100.0
26.653,75.7106,166.7,100.0
26.8132,75.7601,235.7,100.0
26.7771,75.7802,235.7,100.0
26.617,75.5706,104.8,100.0
26.617,75.5506,104.8,100.0
26.617,75.53,104.8,100.0
26.617,75.51,104.8,100.0
26.599,75.75,166.7,100.0
26.7771,75.8003,235.7,100.0
26.7771,75.8204,235.7,100.0
26.7951,75.7601,235.7,100.0
26.7951,75.7802,235.7,100.0
26.8132,75.7802,235.7,100.0
26.759,75.8606,107.8,100.0
26.599,75.5706,104.8,100.0
26.599,75.5506,104.8,100.0
26.599,75.53,104.8,100.0
26.599,75.51,104.8,100.0
25.94,75.28,100.6,100.0
25.94,75.26,100.6,100.0
25.92,75.28,100.6,100.0
25.92,75.26,100.6,100.0
25.9,75.28,100.6,100.0
26.581,75.5906,104.8,100.0
26.7771,75.7601,235.7,100.0
26.759,75.8405,235.7,100.0
26.581,75.5506,104.8,100.0
26.635,75.75,166.7,100.0
25.74,75.42,176.5,100.0
25.8134,74.4951,211.1,100.0
25.74,75.4,176.5,100.0
25.72,75.44,176.5,100.0
25.72,75.42,176.5,100.0
25.71,75.42,176.5,100.0
25.5633,74.247,134.7,100.0
25.5633,74.228,134.7,100.0
25.545,74.247,134.7,100.0
25.5269,74.247,134.7,100.0
26.635,75.7306,166.7,100.0
26.759,75.8204,235.7,100.0
25.5089,74.247,134.7,100.0
26.635,75.7106,166.7,100.0
26.2436,75.51,326.3,100.0
26.2436,75.53,326.3,100.0
26.759,75.7601,235.7,100.0
26.635,75.51,104.8,100.0
26.617,75.75,166.7,100.0
26.617,75.7306,166.7,100.0
26.759,75.7802,235.7,100.0
26.759,75.8003,235.7,100.0
26.581,75.5706,104.8,100.0
26.581,75.53,104.8,100.0
25.5089,74.3579,134.7,100.0
25.76,75.49,176.5,100.0
25.78,75.48,176.5,100.0
25.78,75.46,176.5,100.0
25.78,75.44,176.5,100.0
26.527,75.5906,104.8,100.0
26.527,75.5706,104.8,100.0
26.527,75.5506,137.9,100.0
26.527,75.53,137.9,100.0
26.527,75.51,137.9,100.0
25.78,75.42,176.5,100.0
25.78,75.4,176.5,100.0
