lat,lon,catchment_km2,pct_in_domain
25.83,75.09,199.0,100.0
25.5093,74.5499,109.7,100.0
25.5093,74.5298,109.7,100.0
25.5092,74.5099,109.7,100.0
25.83,75.11,199.0,100.0
25.83,75.13,199.0,100.0
25.83,75.17,199.0,100.0
25.5454,74.5896,204.2,100.0
25.83,75.19,199.0,100.0
25.85,75.03,199.0,100.0
25.85,75.05,199.0,100.0
25.85,75.07,199.0,100.0
25.85,75.09,199.0,100.0
25.85,75.11,199.0,100.0
25.85,75.13,199.0,100.0
25.85,75.15,199.0,100.0
25.5092,74.6493,231.4,100.0
25.5092,74.6693,231.4,100.0
25.5091,74.6892,231.4,100.0
25.5091,74.7089,231.4,100.0
25.4578,74.7601,231.4,100.0
25.5453,74.5497,116.6,100.0
25.5453,74.5298,116.6,100.0
25.5453,74.5099,116.6,100.0
25.527,74.7446,136.8,100.0
25.527,74.7288,231.4,100.0
25.5271,74.709,231.4,100.0
25.5271,74.6892,231.4,100.0
25.5271,74.6692,145.1,100.0
25.5271,74.6494,145.1,100.0
25.5272,74.6293,145.1,100.0
25.5272,74.6095,145.1,100.0
25.5271,74.5497,109.7,100.0
25.5272,74.5297,116.6,100.0
25.5271,74.5098,116.6,100.0
25.509,74.7446,231.4,100.0
25.5091,74.7289,231.4,100.0
25.5995,74.6892,145.1,100.0
25.5996,74.7091,145.1,100.0
25.5996,74.729,145.1,100.0
25.7081,74.6695,204.2,100.0
25.76,75.01,737.6,100.0
25.76,75.03,737.6,100.0
25.76,75.05,737.6,100.0
25.76,75.07,737.6,100.0
25.7079,74.7446,204.2,100.0
25.7081,74.7292,204.2,100.0
25.7081,74.7093,204.2,100.0
25.7081,74.6895,204.2,100.0
25.7081,74.6495,204.2,100.0
25.672,74.7446,204.2,100.0
25.76,75.09,737.6,100.0
25.78,75.01,737.6,100.0
25.69,74.7446,204.2,100.0
25.6901,74.7291,204.2,100.0
25.6902,74.7093,204.2,100.0
25.6902,74.6894,204.2,100.0
25.6902,74.6695,204.2,100.0
25.6902,74.6495,204.2,100.0
26.0091,75.01,185.9,100.0
26.0091,75.03,185.9,100.0
26.0091,75.05,185.9,100.0
26.0091,75.07,185.9,100.0
26.0091,74.92,185.9,100.0
26.0091,74.94,185.9,100.0
26.0091,74.96,185.9,100.0
26.0091,74.98,185.9,100.0
26.0091,74.9945,185.9,100.0
26.0453,75.15,185.9,100.0
26.0272,75.15,185.9,100.0
26.0272,75.13,185.9,100.0
26.0272,75.11,185.9,100.0
26.0272,75.09,185.9,100.0
26.0272,75.07,185.9,100.0
26.0272,75.05,185.9,100.0
26.0272,75.03,185.9,100.0
26.0272,75.01,185.9,100.0
26.0091,75.13,185.9,100.0
26.0091,75.11,185.9,100.0
26.0091,75.09,185.9,100.0
25.6903,74.6296,204.2,100.0
25.6721,74.729,204.2,100.0
25.5995,74.7446,145.1,100.0
25.6177,74.709,145.1,100.0
25.6358,74.6494,204.2,100.0
25.6358,74.6294,204.2,100.0
25.6359,74.6095,204.2,100.0
25.6359,74.5895,204.2,100.0
25.6358,74.5696,116.6,100.0
25.6359,74.5498,116.6,100.0
25.6176,74.7445,145.1,100.0
25.6176,74.7289,145.1,100.0
